id,prompt_variant,model,question,gold_answer,candidate_answers,llm_response,response_length,human_score,accuracy,simple_conf,CI,adv_conf,mentioned_cands
webq_1634,cfe,qwen-2.5-72b,what genre of art is the mona lisa?,Portrait,Renaissance (90)|Realist (80)|Baroque (20)|Rococo (15)|Impressionist (10)|Landscape (5)|Surrealist (5)|Still Life (2)|Abstract (1)|Pop Art (0),"The Mona Lisa is a portrait painting, specifically an example of Renaissance art. It was painted by Leonardo da Vinci in the early 16th century and is renowned for its detailed facial expression and the enigmatic smile of the subject. Some people might think it belongs to a different genre, such as Baroque or Impressionism, but it is firmly rooted in the Renaissance period, characterized by its focus on realism, proportion, and the use of sfumato technique to create a soft, hazy effect.",491,,True,True,0.17,False,"['Renaissance', 'Baroque', 'Impressionist', 'Realist']"
webq_1634,cfe,llama-3.3-70b,what genre of art is the mona lisa?,Portrait,Renaissance (90)|Realist (80)|Baroque (20)|Rococo (15)|Impressionist (10)|Landscape (5)|Surrealist (5)|Still Life (2)|Abstract (1)|Pop Art (0),"The Mona Lisa is a work of Renaissance art, specifically a portrait painted in the Realist style. It is often classified as a masterpiece of High Renaissance art, which was a cultural and artistic movement that emerged in Italy in the 16th century. Some people might mistakenly categorize the Mona Lisa as Impressionist or Modern art, but it is actually a quintessential example of Renaissance portraiture, characterized by its incredible attention to detail, use of sfumato, and enigmatic subject.",498,,True,True,0.17,False,"['Renaissance', 'Realist', 'Impressionist']"
webq_1634,cfe,gpt-4o,what genre of art is the mona lisa?,Portrait,Renaissance (90)|Realist (80)|Baroque (20)|Rococo (15)|Impressionist (10)|Landscape (5)|Surrealist (5)|Still Life (2)|Abstract (1)|Pop Art (0),"The ""Mona Lisa"" is a portrait painting. 

Some might mistakenly categorize it as a landscape due to the background, but the primary focus is the depiction of the subject, Lisa Gherardini. The landscape serves as a backdrop to enhance the portrait, which is a common feature in portraiture.",289,,True,True,0.17,False,['Landscape']
nq_1028,baseline,llama-3.1-8b,who played chaka on land of the lost tv show?,Phillip Paley,Brian Tochi (30)|Ike Eisenmann (25)|Christopher Knight (22)|Johnny Whitaker (20)|Todd Bridges (18)|Keith Coogan (15)|Shane Sinutko (12)|Eric Scott (10)|Scott Kolden (8)|Butch Taylor (5),"The character of Cha-Ka, a Pakuni, was played by actor Philip Paley on the 1974 TV series ""Land of the Lost.""",109,,True,False,0.03,False,[]
nq_1028,baseline,llama-3.3-70b,who played chaka on land of the lost tv show?,Phillip Paley,Brian Tochi (30)|Ike Eisenmann (25)|Christopher Knight (22)|Johnny Whitaker (20)|Todd Bridges (18)|Keith Coogan (15)|Shane Sinutko (12)|Eric Scott (10)|Scott Kolden (8)|Butch Taylor (5),"The character of Cha-Ka on the TV show ""Land of the Lost"" was played by actor Philip Paley. Cha-Ka was a Pakuni, a species of small, furry, monkey-like creatures that inhabited the Land of the Lost. Philip Paley portrayed Cha-Ka in many episodes of the show, which aired from 1974 to 1976.",289,,True,False,0.03,False,[]
nq_1028,baseline,gpt-4o,who played chaka on land of the lost tv show?,Phillip Paley,Brian Tochi (30)|Ike Eisenmann (25)|Christopher Knight (22)|Johnny Whitaker (20)|Todd Bridges (18)|Keith Coogan (15)|Shane Sinutko (12)|Eric Scott (10)|Scott Kolden (8)|Butch Taylor (5),"Chaka on the original ""Land of the Lost"" TV show, which aired from 1974 to 1976, was played by actor Philip Paley.",114,,True,False,0.03,False,[]
nq_1028,clarify-doubts,llama-3.1-8b,who played chaka on land of the lost tv show?,Phillip Paley,Brian Tochi (30)|Ike Eisenmann (25)|Christopher Knight (22)|Johnny Whitaker (20)|Todd Bridges (18)|Keith Coogan (15)|Shane Sinutko (12)|Eric Scott (10)|Scott Kolden (8)|Butch Taylor (5),"The character of Cha-Ka on the TV show ""Land of the Lost"" was played by actor Phillip Paley.",92,,True,False,0.03,False,[]
nq_1028,clarify-doubts,llama-3.3-70b,who played chaka on land of the lost tv show?,Phillip Paley,Brian Tochi (30)|Ike Eisenmann (25)|Christopher Knight (22)|Johnny Whitaker (20)|Todd Bridges (18)|Keith Coogan (15)|Shane Sinutko (12)|Eric Scott (10)|Scott Kolden (8)|Butch Taylor (5),"The character of Cha-Ka on the TV show ""Land of the Lost"" was played by actor Philip Paley.",91,,True,False,0.03,False,[]
nq_1028,clarify-doubts,gpt-4o,who played chaka on land of the lost tv show?,Phillip Paley,Brian Tochi (30)|Ike Eisenmann (25)|Christopher Knight (22)|Johnny Whitaker (20)|Todd Bridges (18)|Keith Coogan (15)|Shane Sinutko (12)|Eric Scott (10)|Scott Kolden (8)|Butch Taylor (5),"Chaka on the TV show ""Land of the Lost"" was played by actor Philip Paley.",73,,True,False,0.03,False,[]
nq_1028,cfe,llama-3.1-8b,who played chaka on land of the lost tv show?,Phillip Paley,Brian Tochi (30)|Ike Eisenmann (25)|Christopher Knight (22)|Johnny Whitaker (20)|Todd Bridges (18)|Keith Coogan (15)|Shane Sinutko (12)|Eric Scott (10)|Scott Kolden (8)|Butch Taylor (5),The character Chaka was played by actor Philip Paley.,53,,True,False,0.03,False,[]
nq_1028,cfe,llama-3.3-70b,who played chaka on land of the lost tv show?,Phillip Paley,Brian Tochi (30)|Ike Eisenmann (25)|Christopher Knight (22)|Johnny Whitaker (20)|Todd Bridges (18)|Keith Coogan (15)|Shane Sinutko (12)|Eric Scott (10)|Scott Kolden (8)|Butch Taylor (5),"The character of Cha-Ka on the TV show ""Land of the Lost"" was played by Philip Paley.",85,,True,False,0.03,False,[]
nq_1028,cfe,gpt-4o,who played chaka on land of the lost tv show?,Phillip Paley,Brian Tochi (30)|Ike Eisenmann (25)|Christopher Knight (22)|Johnny Whitaker (20)|Todd Bridges (18)|Keith Coogan (15)|Shane Sinutko (12)|Eric Scott (10)|Scott Kolden (8)|Butch Taylor (5),"The character Chaka on the TV show ""Land of the Lost"" was played by actor Philip Paley. 

A common misconception might be that the character was portrayed by a child actor due to Chaka's small stature and youthful appearance. However, Philip Paley, who was a young actor at the time, played the role throughout the series.",322,,True,False,0.03,False,[]
trivia_862,baseline,llama-3.1-8b,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"In the 1967 film ""Follow That Camel"", Sid James was replaced by Phil Silvers, a US actor.",89,,True,True,0.135,False,[]
trivia_862,baseline,qwen-2.5-72b,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"In the 14th Carry On film, ""Carry On Follow That Camel,"" Sid James, who was a regular and iconic cast member of the Carry On series, was replaced by American actor Kenneth More. However, this is incorrect. The correct answer is that Sid James was replaced by American actor Phil Silvers.

Phil Silvers, known for his role as Sergeant Bilko in the American TV series ""The Phil Silvers Show,"" took over Sid James' usual role as the comic lead in this film. This was a significant change for the series, as it marked the first time a major regular cast member was replaced by an American actor. The film was set in a fictional Arab country, and Silvers played the role of an American oil tycoon, which was a departure from the usual British settings and characters in the Carry On films.",784,,True,True,0.135,False,[]
trivia_862,baseline,llama-3.3-70b,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"In 'Follow That Camel', the fourteenth Carry On film, Sid James was replaced by Phil Silvers, a US actor and comedian.",118,,True,True,0.135,False,[]
trivia_862,baseline,gpt-4o,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"In ""Follow That Camel,"" the fourteenth Carry On film, Sid James was replaced by the US actor Phil Silvers.",106,,True,True,0.135,False,[]
trivia_862,clarify-doubts,llama-3.1-8b,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"In the 1967 film 'Carry On Cleo', the 14th Carry On film, Sid James was replaced by Kenneth Williams' friend, Jim Dale, but not in 'Follow That Camel'. 

However, in 'Follow That Camel', the 14th Carry On film, Sid James was replaced by Phil Silvers, a US actor.",262,,True,True,0.135,False,[]
trivia_862,clarify-doubts,llama-3.3-70b,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"In 'Follow That Camel', the fourteenth Carry On film, Sid James was replaced by Phil Silvers, a US actor.",105,,True,True,0.135,False,[]
trivia_862,clarify-doubts,gpt-4o,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"In ""Follow That Camel,"" the fourteenth Carry On film, Sid James was replaced by the US actor Phil Silvers.",106,,True,True,0.135,False,[]
trivia_862,cfe,llama-3.1-8b,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"The correct answer is Phil Silvers. 

Clarification: Phil Silvers was an American actor and comedian, best known for his starring role in the TV series ""You'll Never Get Rich"" and ""The Phil Silvers Show"". He was indeed cast in the 1966 film ""Follow That Camel"" (also known as ""Follow That Fox"" in some countries), replacing Sid James, who had left the Carry On series.",368,,True,True,0.135,False,[]
trivia_862,cfe,qwen-2.5-72b,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"In 'Follow That Camel', the fourteenth Carry On film, Sid James was replaced by Phil Silvers, an American actor. Sid James, a regular and beloved cast member of the Carry On series, was absent from this particular film due to a dispute with the producers. Phil Silvers, known for his role as Sergeant Bilko in the American TV series 'The Phil Silvers Show', took on the role that would have been Sid James' in this film.",420,,True,True,0.135,False,[]
trivia_862,cfe,llama-3.3-70b,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"Phil Silvers replaced Sid James in 'Follow That Camel'. Some people might think it was another actor, but Phil Silvers was indeed the US actor who took on the role, bringing his own brand of comedic flair to the film.",217,,True,True,0.135,False,[]
trivia_862,cfe,gpt-4o,"In ‘Follow That Camel’, the fourteenth Carry On film, Sid James was replaced by which US actor?",Phil Silvers,Danny Kaye (50)|Buddy Hackett (45)|Bob Hope (40)|Jerry Lewis (30)|Red Skelton (25)|Milton Berle (20)|Don Knotts (18)|Eddie Cantor (15)|George Burns (12)|Jack Benny (10),"In 'Follow That Camel', the fourteenth Carry On film, Sid James was replaced by the US actor Phil Silvers. 

A common misconception might be that another well-known actor from the series, such as Kenneth Williams or Charles Hawtrey, took on a larger role to fill the gap left by Sid James. However, it was indeed Phil Silvers, known for his role in ""The Phil Silvers Show,"" who was brought in to replace Sid James for this particular film.",439,,True,True,0.135,False,[]
trivia_5887,baseline,llama-3.1-8b,Which city was the subject of the 1949 song 'Dirty Old Town' by Ewan McColl?,Salford,Manchester (80)|Sheffield (70)|Stoke-on-Trent (65)|Liverpool (60)|Bradford (55)|Leeds (50)|Newcastle (45)|Birmingham (40)|Hull (35)|Glasgow (30),"The city that was the subject of the 1949 song ""Dirty Old Town"" by Ewan MacColl is Salford, a city in Greater Manchester, England.",130,,True,True,0.08,False,['Manchester']
trivia_5887,baseline,qwen-2.5-72b,Which city was the subject of the 1949 song 'Dirty Old Town' by Ewan McColl?,Salford,Manchester (80)|Sheffield (70)|Stoke-on-Trent (65)|Liverpool (60)|Bradford (55)|Leeds (50)|Newcastle (45)|Birmingham (40)|Hull (35)|Glasgow (30),"The city that is the subject of Ewan McColl's 1949 song ""Dirty Old Town"" is Salford, which is part of Greater Manchester, England. However, it's worth noting that the song is often associated with Manchester as well, since Salford is closely linked to Manchester both geographically and historically. The song describes the industrial landscape and working-class life in the area, capturing the gritty and sometimes harsh conditions of the time.",445,,True,True,0.08,False,['Manchester']
trivia_5887,baseline,llama-3.3-70b,Which city was the subject of the 1949 song 'Dirty Old Town' by Ewan McColl?,Salford,Manchester (80)|Sheffield (70)|Stoke-on-Trent (65)|Liverpool (60)|Bradford (55)|Leeds (50)|Newcastle (45)|Birmingham (40)|Hull (35)|Glasgow (30),"The city that was the subject of the 1949 song 'Dirty Old Town' by Ewan MacColl is Salford, which is a city located in Greater Manchester, England.",147,,True,True,0.08,False,['Manchester']
trivia_5887,baseline,gpt-4o,Which city was the subject of the 1949 song 'Dirty Old Town' by Ewan McColl?,Salford,Manchester (80)|Sheffield (70)|Stoke-on-Trent (65)|Liverpool (60)|Bradford (55)|Leeds (50)|Newcastle (45)|Birmingham (40)|Hull (35)|Glasgow (30),"The 1949 song ""Dirty Old Town"" by Ewan McColl was written about the city of Salford in Greater Manchester, England.",115,,True,True,0.08,False,['Manchester']
trivia_5887,clarify-doubts,llama-3.1-8b,Which city was the subject of the 1949 song 'Dirty Old Town' by Ewan McColl?,Salford,Manchester (80)|Sheffield (70)|Stoke-on-Trent (65)|Liverpool (60)|Bradford (55)|Leeds (50)|Newcastle (45)|Birmingham (40)|Hull (35)|Glasgow (30),"The city that was the subject of the 1949 song 'Dirty Old Town' by Ewan McColl is Salford, a city in Greater Manchester, England.",129,,True,True,0.08,False,['Manchester']
